"thisdir"	"tf"	"DER"	"B3Precision"	"B3Recall"	"B3F1"	"TauRefSys"	"TauSysRef"	"CE"	"MI"	"NMI"	"filename"
"../evaluations/ASE+"	"ldc"	305.52	0.639615922016894	0.328634421064678	0.434184836055491	0.0468048345403997	0.0888062099412362	1.08682383280924	0.134328536906807	0.0809330494387425	"ROS_9559_15_01_03600"
"../evaluations/ASE+"	"ldc"	101.23	0.37023904450711	0.308113585130495	0.336331501860078	0.0626512337074651	0.111498545791133	1.74308330585346	0.245626194891646	0.114929355779834	"ROW_2811_10_01_18780"
"../evaluations/ASE+"	"ldc"	112.52	0.572970137489992	0.384390499308234	0.460107233936556	0.11207560158193	0.226926223662437	1.10378705998123	0.305787461298126	0.173909084943806	"ROW_3628_18_03_10108"
"../evaluations/ASE+"	"ldc"	153.29	0.574819324449604	0.294992033094148	0.389894014858651	0.0865697376476123	0.190186842394682	1.0428279249479	0.253206070801161	0.140045649237627	"SOD_5223_11_03_34509"
"../evaluations/ASE+"	"ldc"	92.94	0.176393265868696	0.315805133812544	0.226355465468282	0.126517936434602	0.0511386814296569	3.11952242022756	0.426128162903705	0.143431030145553	"SOD_8560_10_01_30182"
"../evaluations/ASE+"	"ldc"	331.87	0.698010640546352	0.506521487868827	0.58704517689037	0.0550037613231548	0.054803967405451	0.882648830382023	0.0622709751831207	0.0573133810071036	"SOD_9733_11_01_36000"
"../evaluations/ASE+"	"ldc"	130.63	0.597414571224588	0.319210943809164	0.416094175861831	0.101983337530542	0.253792234682131	1.08596447358681	0.333798352783446	0.172899948073879	"WAR_2337_06_02_03094"
"../evaluations/ASE+"	"ldc"	104.72	0.482256360742433	0.35869478826333	0.411398078020738	0.125628741804358	0.248399763673979	1.50367899559981	0.528509592282217	0.2310657679647	"WAR_5959_09_01_00857"
"../evaluations/ASE+"	"ldc"	101.06	0.489954619124523	0.299867041752631	0.372036497623378	0.0941636525090569	0.203487620646593	1.39693776570627	0.337135503972493	0.16159315053193	"WAR_9755_03_01_30816"
"../evaluations/ASE+"	"ldc"	100	NA	NA	NA	NA	NA	NA	NA	NA	"ROW_0049_23_05_13543"
"../evaluations/ASE+"	"noisemes"	103	0.49128562968034	0.423202683716357	0.454709795425913	0.0855035051907823	0.162937401916207	1.30468042086107	0.235729523680949	0.135276879271234	"BER_0485_12_07_09123"
"../evaluations/ASE+"	"noisemes"	98.05	0.523327854505461	0.817733562085645	0.638214991959418	0.0788794028394671	0.121303195714156	1.27795412522136	0.158393188171759	0.151083484279077	"BER_0713_07_02_21041"
"../evaluations/ASE+"	"noisemes"	67.02	0.470978983574466	0.524044755275487	0.496096839804939	0.153949748223252	0.193379054876551	1.41899462985374	0.306304819120969	0.18217506656239	"BER_2224_16_11_01293"
"../evaluations/ASE+"	"noisemes"	100.1	0.257937205497854	0.46863219112259	0.33273539553619	0.0758977071497726	0.0491694881501831	2.54492936003662	0.228415994560584	0.104822110286438	"CAS_0643_02_01_25764"
"../evaluations/ASE+"	"noisemes"	96.26	0.538470603727751	0.819687513330798	0.649965014570253	0.107468628799281	0.0575796528734949	1.27584967832151	0.0890176838889516	0.0986461432917977	"CAS_2625_32_01_11145"
"../evaluations/ASE+"	"noisemes"	246.84	0.789283332040824	0.798913150407903	0.794069046662228	0.0211304398268722	0.0499421763814813	0.624517333442548	0.0419014653656347	0.0585204004018612	"CAS_8787_11_01_14005"
"../evaluations/ASE+"	"noisemes"	96.14	0.243637485184626	0.902549375221762	0.383698099550749	0.0197564543634186	0.0142302229788457	2.40345354448513	0.050657501850977	0.051408309320352	"ROS_5271_20_01_03600"
"../evaluations/ASE+"	"noisemes"	96.17	0.513165671149446	0.893122156487848	0.651814830286273	0.131873415782015	0.0844342366834135	1.33649864588381	0.135360565645952	0.157613309162153	"ROS_8340_17_01_03600"
"../evaluations/ASE+"	"noisemes"	97.6	0.622901227025403	0.91778661527478	0.742123606231151	0.0450217435680754	0.0526364668388755	1.17255419261776	0.0554752193192661	0.0865036565591037	"ROS_9559_15_01_03600"
"../evaluations/ASE+"	"noisemes"	96.16	0.543163563175504	0.706479207097168	0.614149535474961	0.122504765531052	0.155046705147863	1.28565332922095	0.223537682732294	0.167465048895791	"ROW_0049_23_05_13543"
"../evaluations/ASE+"	"noisemes"	89.82	0.363158905777987	0.5131361270531	0.425313273347467	0.0749722738379911	0.101116025811366	1.77141466172319	0.217142355208892	0.117425566171389	"ROW_2811_10_01_18780"
"../evaluations/ASE+"	"noisemes"	100.39	0.469602224447123	0.798309615273943	0.591347062762098	0.0273785766339788	0.0397940582010319	1.35294685204982	0.0566276692295387	0.0551562254649748	"ROW_3628_18_03_10108"
"../evaluations/ASE+"	"noisemes"	104.69	0.538692100444675	0.557472564861178	0.547921450873544	0.0865973370493496	0.142540678354896	1.17396311128848	0.152262155849787	0.104979821231636	"SOD_5223_11_03_34509"
"../evaluations/ASE+"	"noisemes"	95.62	0.156050990660974	0.496451187594151	0.237460355599283	0.095306769365343	0.0257208011428582	3.26239222497492	0.268829911534138	0.107271865878291	"SOD_8560_10_01_30182"
"../evaluations/ASE+"	"noisemes"	93.19	0.717167613672964	0.907477878210609	0.801176315237572	0.0875729917892375	0.0794282536260598	0.847214286516468	0.0615036149077757	0.10855422444252	"SOD_9733_11_01_36000"
"../evaluations/ASE+"	"noisemes"	89.42	0.514575513510631	0.780637243955852	0.620279268187336	0.151069038590708	0.107195130236278	1.26485268157878	0.180776330721377	0.16044408148842	"WAR_2337_06_02_03094"
"../evaluations/ASE+"	"noisemes"	93.83	0.37118010964231	0.658142214464631	0.474660451063595	0.0787250286619528	0.0871521301988938	1.84818625837761	0.184002329504418	0.111987514249943	"WAR_5959_09_01_00857"
"../evaluations/ASE+"	"noisemes"	80.37	0.463190627953383	0.563850068327804	0.508587572363947	0.126555216390013	0.160781128500877	1.45765777529056	0.272488794931389	0.162359987051483	"WAR_9755_03_01_30816"
"../evaluations/ASE+"	"opensmile"	149.61	0.533509377635852	0.282541456629351	0.369434134133033	0.106256586856144	0.232369050421838	1.18550723247562	0.354251968414316	0.17672140437974	"BER_0485_12_07_09123"
"../evaluations/ASE+"	"opensmile"	174.78	0.559038112372789	0.420467830184119	0.479951232324363	0.0703159066440164	0.187131437965839	1.16132467984146	0.275022633551661	0.16371559905326	"BER_0713_07_02_21041"
"../evaluations/ASE+"	"opensmile"	86.26	0.497784542900793	0.372563869735906	0.426166194836853	0.155292722903684	0.234250636396052	1.37065704335776	0.354642405616942	0.179782988998304	"BER_2224_16_11_01293"
"../evaluations/ASE+"	"opensmile"	115.73	0.265104627324148	0.253570313653006	0.259209220228777	0.08297095357452	0.0583533515836156	2.45237120299869	0.320974151598517	0.117668598128679	"CAS_0643_02_01_25764"
"../evaluations/ASE+"	"opensmile"	252.21	0.561437071179657	0.263909884395576	0.359046075228197	0.0353611111747493	0.104476050812854	1.19139886366392	0.173468498546545	0.0948764469179444	"CAS_2625_32_01_11145"
"../evaluations/ASE+"	"opensmile"	1394.07	0.824474779237452	0.276386356983422	0.413991507485519	0.0431610031709417	0.15273741678108	0.505145744116087	0.129165510144449	0.105465985491363	"CAS_8787_11_01_14005"
"../evaluations/ASE+"	"opensmile"	70.35	0.384454008454928	0.30757226146505	0.341742485652919	0.160732618548083	0.194517398916128	1.88443209573969	0.559027189282107	0.214725395799486	"ROS_5271_20_01_03600"
"../evaluations/ASE+"	"opensmile"	146.7	0.667954741724232	0.340798283191567	0.451325197757471	0.122313745619391	0.375538551139786	0.863257860011447	0.608601351518313	0.311572193887952	"ROS_8340_17_01_03600"
"../evaluations/ASE+"	"opensmile"	388.35	0.61557312924586	0.319799349097437	0.4209229811922	0.0159168649775679	0.0280165002758067	1.1568342639719	0.064318105744141	0.0397940955511739	"ROS_9559_15_01_03600"
"../evaluations/ASE+"	"opensmile"	223.35	0.545898409658302	0.235276633091093	0.328830627722424	0.0551655715164042	0.163089544945568	1.24088428876145	0.271698147362447	0.133501907525394	"ROW_0049_23_05_13543"
"../evaluations/ASE+"	"opensmile"	107.29	0.355979715069992	0.34703554393929	0.351450733017552	0.0641309740147894	0.0909176103847944	1.74920898766692	0.24254776625376	0.116086793966654	"ROW_2811_10_01_18780"
"../evaluations/ASE+"	"opensmile"	176.23	0.481608495397772	0.388897025881384	0.430315734756469	0.0448226161581545	0.0567011535643059	1.30060075439322	0.103661718400794	0.0650624043178385	"ROW_3628_18_03_10108"
"../evaluations/ASE+"	"opensmile"	217.66	0.515971651310531	0.260935297975051	0.346592900746219	0.0224875747810923	0.0781036205013336	1.18937606920806	0.106657926541	0.0608756841193709	"SOD_5223_11_03_34509"
"../evaluations/ASE+"	"opensmile"	100.82	0.176153242742872	0.279639397769312	0.216148232057342	0.128357197712067	0.050862155449212	3.07829375324529	0.467356829885978	0.153147108831719	"SOD_8560_10_01_30182"
"../evaluations/ASE+"	"opensmile"	424.49	0.728493968696282	0.343546693146987	0.466907091924694	0.0444411449691094	0.133082855025901	0.781261331260136	0.144269169846972	0.101927119659844	"SOD_9733_11_01_36000"
"../evaluations/ASE+"	"opensmile"	169.95	0.561230880991711	0.291887145878378	0.384040835785607	0.069223505757435	0.18447974866612	1.15532484063077	0.262668535441755	0.140231878935268	"WAR_2337_06_02_03094"
"../evaluations/ASE+"	"opensmile"	123.19	0.465140996799669	0.305452979409144	0.36875113926221	0.130350802658348	0.223553661068772	1.53448921542973	0.497699372452304	0.213563470734973	"WAR_5959_09_01_00857"
"../evaluations/ASE+"	"opensmile"	106.48	0.527711806999704	0.264395416105384	0.352287111455617	0.105693632496213	0.26245113385503	1.29254292233934	0.441530347339424	0.20316434635421	"WAR_9755_03_01_30816"
"../evaluations/ASE+"	"tocombo"	80.61	0.500526422788481	0.46075414183091	0.479817507778103	0.15765779526564	0.195506641199391	1.24870594337829	0.330340395357373	0.187673544250652	"BER_0485_12_07_09123"
"../evaluations/ASE+"	"tocombo"	84.09	0.640358535336477	0.632562424763603	0.636436606085367	0.219593661055999	0.333605660551795	0.967973615351208	0.462868321995194	0.298077761253572	"BER_0713_07_02_21041"
"../evaluations/ASE+"	"tocombo"	53.75	0.448138150615322	0.629160885996748	0.52344054214839	0.265991572552918	0.15855266103421	1.50337900474717	0.221920444227538	0.164227755155694	"BER_2224_16_11_01293"
"../evaluations/ASE+"	"tocombo"	97.1	0.247411868578435	0.626057797524257	0.354664015327958	0.0641478693278933	0.0355673754277605	2.59201149458639	0.182815204105034	0.0929722921967367	"CAS_0643_02_01_25764"
"../evaluations/ASE+"	"tocombo"	94.06	0.579093818363989	0.735553356033799	0.648013261430665	0.114580486142197	0.140530260891309	1.17495833652349	0.189909025686977	0.159791731651717	"CAS_2625_32_01_11145"
"../evaluations/ASE+"	"tocombo"	153.36	0.821477350084045	0.854981724408099	0.837894741390949	0.0937727389514933	0.130787648233533	0.546698839417913	0.0825228799119103	0.132097511128029	"CAS_8787_11_01_14005"
"../evaluations/ASE+"	"tocombo"	70.35	0.384454008454928	0.30757226146505	0.341742485652919	0.160732618548083	0.194517398916128	1.88443209573969	0.559027189282107	0.214725395799486	"ROS_5271_20_01_03600"
"../evaluations/ASE+"	"tocombo"	80.98	0.584909662701412	0.775139892720232	0.666721019671728	0.167294436317205	0.223224868155513	1.16701648264225	0.312676147175882	0.256716752346189	"ROS_8340_17_01_03600"
"../evaluations/ASE+"	"tocombo"	179.77	0.618118454148075	0.65091104800143	0.634091059501858	0.0747431091426193	0.034452090487117	1.17233323701662	0.0488191326994256	0.0489386994526601	"ROS_9559_15_01_03600"
"../evaluations/ASE+"	"tocombo"	97.97	0.53526340447503	0.699600583496725	0.606496899646797	0.115253170674001	0.143489201725583	1.28998312625767	0.222599309866225	0.163240729831504	"ROW_0049_23_05_13543"
"../evaluations/ASE+"	"tocombo"	93.89	0.35548226862455	0.573294420794298	0.438848226092481	0.0682829789460819	0.0909885694719072	1.78212712855811	0.209919258061722	0.117933500564119	"ROW_2811_10_01_18780"
"../evaluations/ASE+"	"tocombo"	93.91	0.542026626662252	0.531126762709331	0.536521340513979	0.116826380236367	0.172383084550471	1.18284362013075	0.228773741702112	0.145654714935305	"ROW_3628_18_03_10108"
"../evaluations/ASE+"	"tocombo"	101.91	0.588929345346914	0.465349833805374	0.519896775730041	0.125989425285111	0.217061254224277	1.03396102887393	0.262072966875128	0.159399758223353	"SOD_5223_11_03_34509"
"../evaluations/ASE+"	"tocombo"	91.49	0.18972538247977	0.300709554980625	0.232659751482847	0.131078427189898	0.066498353980489	3.04601234951564	0.499638233615627	0.163553034899414	"SOD_8560_10_01_30182"
"../evaluations/ASE+"	"tocombo"	117.4	0.712626770620214	0.875181820195635	0.78558334781534	0.061089536396818	0.0675477478442386	0.853913918741721	0.0585455481190597	0.0856372936328513	"SOD_9733_11_01_36000"
"../evaluations/ASE+"	"tocombo"	65.85	0.613512770392988	0.656409855323443	0.634236796317496	0.240531445084646	0.287595392427201	1.06249068963951	0.375181551586846	0.264622542306157	"WAR_2337_06_02_03094"
"../evaluations/ASE+"	"tocombo"	91.25	0.396855489634671	0.616083222639837	0.482745907553348	0.095585322240528	0.124424672451062	1.76405131545173	0.268137272430299	0.153148081214979	"WAR_5959_09_01_00857"
"../evaluations/ASE+"	"tocombo"	92.03	0.432821505908569	0.603904425708368	0.504246715527368	0.0941251531127373	0.114419970316332	1.53581122549528	0.20022473543911	0.123246419503571	"WAR_9755_03_01_30816"
